source_id,jci_name,description,sensor_type,unit,type,data_type,name
510_0_3014611,BioLib 1stFl RM-142C.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 2 VMA155 DMPRPOS
510_0_3014619,BioLib 1stFl RM-142C.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 2 VMA155 SA VP
510_0_3014621,BioLib 1stFl RM-142C.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 2 VMA155 SUPFLOW
510_0_3014623,BioLib 1stFl RM-142C.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 2 VMA155 WC ADJ
510_0_3014624,BioLib 1stFl RM-142C.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 2 VMA155 ZN T
510_0_3014625,BioLib 2ndFl RM-232B.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 2 VMA156 ACLG SP
510_0_3014626,BioLib 2ndFl RM-232B.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 2 VMA156 AHTG SP
510_0_3014631,BioLib 2ndFl RM-232B.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 2 VMA156 DMPRPOS
510_0_3014635,BioLib 2ndFl RM-232B.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 2 VMA156 SA VP
510_0_3014637,BioLib 2ndFl RM-232B.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 2 VMA156 SUPFLOW
510_0_3014639,BioLib 2ndFl RM-232B.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 2 VMA156 WC ADJ
510_0_3014640,BioLib 2ndFl RM-232B.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 2 VMA156 ZN T
510_0_3014641,BioLib 1stFl RM-139.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 2 VMA157 ACLG SP
510_0_3014642,BioLib 1stFl RM-139.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 2 VMA157 AHTG SP
510_0_3014647,BioLib 1stFl RM-139.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 2 VMA157 DMPRPOS
510_0_3014655,BioLib 1stFl RM-139.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 2 VMA157 SA VP
510_0_3014657,BioLib 1stFl RM-139.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 2 VMA157 SUPFLOW
510_0_3014659,BioLib 1stFl RM-139.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 2 VMA157 WC ADJ
510_0_3014660,BioLib 1stFl RM-139.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 2 VMA157 ZN T
510_0_3014661,BioLib 1stFl RM-140.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 2 VMA158 ACLG SP
510_0_3014662,BioLib 1stFl RM-140.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 2 VMA158 AHTG SP
510_0_3014667,BioLib 1stFl RM-140.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 2 VMA158 DMPRPOS
510_0_3014675,BioLib 1stFl RM-140.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 2 VMA158 SA VP
510_0_3014677,BioLib 1stFl RM-140.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 2 VMA158 SUPFLOW
510_0_3014679,BioLib 1stFl RM-140.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 2 VMA158 WC ADJ
510_0_3014680,BioLib 1stFl RM-140.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 2 VMA158 ZN T
510_1_3005209,BioLib HW Pumps P1 VFD.BussRef,Buss Reference,buss reference,95,Analog Output,1,NAE 10 N2 1 VND004 BussRef
510_1_3005222,BioLib HW Pumps P2 VFD.BussRef,Buss Reference,buss reference,95,Analog Output,1,NAE 10 N2 1 VND006 BussRef
510_1_3005235,BioLib AC-13 RF VFD.BussRef,Buss Reference,buss reference,95,Analog Output,1,NAE 10 N2 1 VND005 BussRef
510_1_3005256,BioLib AC-12.DPR-CMD,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 1 AHU001 DPR CMD
510_1_3005257,BioLib AC-12.CLG-VLV,Cooling Valve,cooling valve command,98,Analog Output,1,NAE 10 N2 1 AHU001 CLG VLV
510_1_3005258,BioLib AC-12.SF-SPD,Supply Fan Cntl,supply fan vfd command,98,Analog Output,1,NAE 10 N2 1 AHU001 SF SPD
510_1_3005259,BioLib AC-12.ID4-CMD,ID4-CMD,ID4 command,98,Analog Output,1,NAE 10 N2 1 AHU001 ID4 CMD
510_1_3005260,BioLib AC-12.RF-SPD,RF-CMD,return fan vfd command,98,Analog Output,1,NAE 10 N2 1 AHU001 RF SPD
510_1_3005261,BioLib AC-12.ID3-CMD,ID3-CMD,ID4 command,98,Analog Output,1,NAE 10 N2 1 AHU001 ID3 CMD
510_1_3005266,BioLib AC-12.DAT Setpoint,Discharge Setpnt,supply air temperature setpoint,64,Analog Output,1,NAE 10 N2 1 AHU001 DAT Setpoint
510_1_3005267,BioLib AC-12.HTG-DB,Disch Htg DBand,supply air heating dead band,64,Analog Output,1,NAE 10 N2 1 AHU001 HTG DB
510_1_3005268,BioLib AC-12.HTG-PB,Disch Htg PBand,supply air heating prop band,64,Analog Output,1,NAE 10 N2 1 AHU001 HTG PB
510_1_3005269,BioLib AC-12.HTG-IT,Disch Htg Int Tm,supply air heating integral time,95,Analog Output,1,NAE 10 N2 1 AHU001 HTG IT
510_1_3005270,BioLib AC-12.CLG-DB,Disch Clg DBand,supply air cooling dead band,64,Analog Output,1,NAE 10 N2 1 AHU001 CLG DB
510_1_3005271,BioLib AC-12.CLG-PB,Disch Clg PBand,supply air cooling prop band,64,Analog Output,1,NAE 10 N2 1 AHU001 CLG PB
510_1_3005272,BioLib AC-12.CLG-IT,Disch Clg Int Tm,supply air cooling integral time,95,Analog Output,1,NAE 10 N2 1 AHU001 CLG IT
510_1_3005273,BioLib AC-12.ECON-PB,Disch Econ PBand,economizer prop band,64,Analog Output,1,NAE 10 N2 1 AHU001 ECON PB
510_1_3005274,BioLib AC-12.MINPOSSP,Alt Clg Deadband,cooling deadband,64,Analog Output,1,NAE 10 N2 1 AHU001 MINPOSSP
510_1_3005275,BioLib AC-12.SASP Int,Static Press Int,supply air static pressure integral time,64,Analog Output,1,NAE 10 N2 1 AHU001 SASP Setpoint
510_1_3005276,BioLib AC-12.SASP-PB,SASP Prob Band,supply air static pressure prop band,58,Analog Output,1,NAE 10 N2 1 AHU001 SASP PB
510_1_3005277,BioLib AC-12.SASP,Static Press Stpt,supply air static pressure setpoint,58,Analog Output,1,NAE 10 N2 1 AHU001 SASP IT
510_1_3005278,BioLib AC-12.SASP-DB,Dead Band,supply air static pressure dead band,58,Analog Output,1,NAE 10 N2 1 AHU001 SASP DB
510_1_3005279,BioLib AC-12.RF Setpoint,RF-SP,return fan setpoint,95,Analog Output,1,NAE 10 N2 1 AHU001 RF Setpoint
510_1_3005280,BioLib AC-12.RF-TI,RF-INT,return fan integral time,95,Analog Output,1,NAE 10 N2 1 AHU001 RF TI
510_1_3005281,BioLib AC-12.RF-PB,RF-PB,return fan prop band,95,Analog Output,1,NAE 10 N2 1 AHU001 RF PB
510_1_3005282,BioLib AC-12.RF-DB,RF-DB,return fan dead band,95,Analog Output,1,NAE 10 N2 1 AHU001 RF DB
510_1_3005283,BioLib AC-12.BBST-SP,BBST-SP,unknown,95,Analog Output,1,NAE 10 N2 1 AHU001 BBST SP
510_1_3005284,BioLib AC-12.BBST-TI,BBST-TI,unknown,95,Analog Output,1,NAE 10 N2 1 AHU001 BBST TI
510_1_3005285,BioLib AC-12.BBST-PB,BBST-PB,unknown,95,Analog Output,1,NAE 10 N2 1 AHU001 BBST PB
510_1_3005286,BioLib AC-12.BBST-DB,BBST-DB,unknown,95,Analog Output,1,NAE 10 N2 1 AHU001 BBST DB
510_1_3005287,BioLib AC-12.DBST-SP,DBST-SP,unknown,95,Analog Output,1,NAE 10 N2 1 AHU001 DBST SP
510_1_3005288,BioLib AC-12.DBST-TI,DBST-TI,unknown,95,Analog Output,1,NAE 10 N2 1 AHU001 DBST TI
510_1_3005289,BioLib AC-12.DBST-PB,DBST-PB,unknown,95,Analog Output,1,NAE 10 N2 1 AHU001 DBST PB
510_1_3005290,BioLib AC-12.DBST-DB,DBST-DB,unknown,95,Analog Output,1,NAE 10 N2 1 AHU001 DBST DB
510_1_3005307,BioLib AC-13.DPR-CMD,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 1 AHU002 DPR CMD
510_1_3005308,BioLib AC-13.HTG-VLV,Heating Valve,heating valve command,98,Analog Output,1,NAE 10 N2 1 AHU002 HTG VLV
510_1_3005309,BioLib AC-13.CLG-VLV,Cooling Valve,cooling valve command,98,Analog Output,1,NAE 10 N2 1 AHU002 CLG VLV
510_1_3005310,BioLib AC-13.SF-SPD,Supply Fan Cntl,supply fan vfd command,98,Analog Output,1,NAE 10 N2 1 AHU002 SF SPD
510_1_3005311,BioLib AC-13.Return Fan Cntrl,Return Fan Cntl,return fan vfd command,95,Analog Output,1,NAE 10 N2 1 AHU002 RF SPD
510_1_3005312,BioLib AC-13.ID5-CMD,ID5-CMD,ID4 command,95,Analog Output,1,NAE 10 N2 1 AHU002 ID5 CMD
510_1_3005316,BioLib AC-13.DAT Setpoint,Discharge Setpnt,supply air temperature setpoint,64,Analog Output,1,NAE 10 N2 1 AHU002 DAT Setpoint
510_1_3005317,BioLib AC-13.HTG-DB,Disch Htg DBand,supply air heating dead band,64,Analog Output,1,NAE 10 N2 1 AHU002 HTG DB
510_1_3005318,BioLib AC-13.HTG-PB,Disch Htg PBand,supply air heating prop band,64,Analog Output,1,NAE 10 N2 1 AHU002 HTG PB
510_1_3005319,BioLib AC-13.HTG-IT,Disch Htg Int Tm,supply air heating integral time,95,Analog Output,1,NAE 10 N2 1 AHU002 HTG IT
510_1_3005320,BioLib AC-13.CLG-DB,Disch Clg DBand,supply air cooling dead band,64,Analog Output,1,NAE 10 N2 1 AHU002 CLG DB
510_1_3005321,BioLib AC-13.CLG-PB,Disch Clg PBand,supply air cooling prop band,95,Analog Output,1,NAE 10 N2 1 AHU002 CLG PB
510_1_3005322,BioLib AC-13.CLG-IT,Disch Clg Int Tm,supply air cooling integral time,95,Analog Output,1,NAE 10 N2 1 AHU002 CLG IT
510_1_3005323,BioLib AC-13.ECON PROP BAND,Disch Econ PBand,economizer prop band,64,Analog Output,1,NAE 10 N2 1 AHU002 ECON PB
510_1_3005325,BioLib AC-13.ECON DIFF SWITCHOVR,Temp Diff Setpnt OAT less than RAT,economizer temperature difference switchover,64,Analog Output,1,NAE 10 N2 1 AHU002 ECONDIF
510_1_3005326,BioLib AC-13.ECON MIN POSS,Minimum Pos,minimum economizer damper position,98,Analog Output,1,NAE 10 N2 1 AHU002 MINPOSSP
510_1_3005327,BioLib AC-13.SASP Setpoint,Static Setpoint,supply air static pressure setpoint,58,Analog Output,1,NAE 10 N2 1 AHU002 SASP Setpoint
510_1_3005328,BioLib AC-13.SASP-PB,Static Prop Band,supply air static pressure prop band,58,Analog Output,1,NAE 10 N2 1 AHU002 SASP PB
510_1_3005329,BioLib AC-13.SASP-IT,Static Int Tm,supply air static pressure integral time,95,Analog Output,1,NAE 10 N2 1 AHU002 SASP DB
510_1_3005330,BioLib AC-13.SASP-DB,Static Deadband,supply air static pressure prop band,58,Analog Output,1,NAE 10 N2 1 AHU002 SASP IT
510_1_3005331,BioLib AC-13.BST Setpoint,Lib BST Setpoint,return fan static pressure setpoint,58,Analog Output,1,NAE 10 N2 1 AHU002 RF Setpoint
510_1_3005332,BioLib AC-13.BST-TI,BST-TI,return fan integral time,95,Analog Output,1,NAE 10 N2 1 AHU002 RF TI
510_1_3005333,BioLib AC-13.BST-PB,BST-PB,return fan prop band,95,Analog Output,1,NAE 10 N2 1 AHU002 RF PB
510_1_3005334,BioLib AC-13.BST-DB,BST-DB,return fan dead band,95,Analog Output,1,NAE 10 N2 1 AHU002 RF DB
510_1_3006174,BioLib AC-15.CLG-VLV,,cooling valve command,98,Analog Output,1,NAE 10 N2 2 DX001 CLG VLV
510_1_3006176,BioLib AC-15.ECON-DPR,,economizer damper command,98,Analog Output,1,NAE 10 N2 2 DX001 ECON DPR
510_1_3006178,BioLib AC-15.ELE-DPR,Elec Room Damper,damper command,98,Analog Output,1,NAE 10 N2 2 DX001 ELE DPR
510_1_3006179,BioLib AC-15.SF15-SPD,,supply fan vfd command,98,Analog Output,1,NAE 10 N2 2 DX001 SF15 SPD
510_1_3006180,BioLib AC-15.RF15-SPD,,return fan vfd command,98,Analog Output,1,NAE 10 N2 2 DX001 RF15 SPD
510_1_3006181,BioLib AC-15.RD2-4CMD,Relief Dampers 2-4,relief damper command,98,Analog Output,1,NAE 10 N2 2 DX001 RD2 4CMD
510_1_3006184,BioLib AC-15.SASP-PB,,supply air static pressure prop band,98,Analog Output,1,NAE 10 N2 2 DX001 SASP PB
510_1_3006185,BioLib AC-15.SASP-TI,,supply air static pressure integral time,101,Analog Output,1,NAE 10 N2 2 DX001 SASP TI
510_1_3006186,BioLib AC-15.SASP-DB,,supply air static pressure prop band,58,Analog Output,1,NAE 10 N2 2 DX001 SASP DB
510_1_3006191,BioLib AC-15.BST-PB,,return fan prop band,95,Analog Output,1,NAE 10 N2 2 DX001 BST PB
510_1_3006192,BioLib AC-15.BST-TI,,return fan integral time,101,Analog Output,1,NAE 10 N2 2 DX001 BST TI
510_1_3006193,BioLib AC-15.BST-DB,,return fan dead band,58,Analog Output,1,NAE 10 N2 2 DX001 BST DB
510_1_3006194,BioLib AC-15.BST-PID,,unknown,98,Analog Output,1,NAE 10 N2 2 DX001 BST PID
510_1_3006195,BioLib AC-15.ELCRM-PB,,unknown,98,Analog Output,1,NAE 10 N2 2 DX001 ELCRM PB
510_1_3006196,BioLib AC-15.ELCRM-TI,,,101,Analog Output,1,NAE 10 N2 2 DX001 ELCRM TI
510_1_3006197,BioLib AC-15.ELCRM-DB,,,64,Analog Output,1,NAE 10 N2 2 DX001 ELCRM DB
510_1_3006198,BioLib AC-15.ELCRM-PI,,unknown,98,Analog Output,1,NAE 10 N2 2 DX001 ELCRM PI
510_1_3006203,BioLib AC-15.MIN-BST,Low Select Building Static,minimum building static pressure,58,Analog Output,1,NAE 10 N2 2 DX001 MIN BST
510_1_3006204,BioLib AC-15.DAT-PB,,supply air temperature prop band,98,Analog Output,1,NAE 10 N2 2 DX001 DAT PB
510_1_3006205,BioLib AC-15.DAT-TI,,supply air temperature time integral,101,Analog Output,1,NAE 10 N2 2 DX001 DAT TI
510_1_3006206,BioLib AC-15.DAT-DB,,supply air temperature dead band,64,Analog Output,1,NAE 10 N2 2 DX001 DAT DB
510_1_3006207,BioLib AC-15.DAT-PID,,supply air temperature PID,98,Analog Output,1,NAE 10 N2 2 DX001 DAT PID
510_1_3006208,BioLib AC-15.DAT Setpoint,Value from DAT Span in Reset folder,supply air temperature setpoint,64,Analog Output,1,NAE 10 N2 2 DX001 DAT Setpoint
510_1_3006209,BioLib AC-15.Warm Up Setpoint,,warm up setpoint,64,Analog Output,1,NAE 10 N2 2 DX001 Warm Up Setpoint
510_1_3006210,BioLib AC-15.SA Static Pres Setpoint,,supply air static pressure setpoint,58,Analog Output,1,NAE 10 N2 2 DX001 SA Static Pres Setpoint
510_1_3006211,BioLib AC-15.ECON Setpoint,,economizer temperature setpoint,64,Analog Output,1,NAE 10 N2 2 DX001 ECON Setpoint
510_1_3006213,BioLib AC-15.Bldg Static Setpoint,,building static pressure setpoint,58,Analog Output,1,NAE 10 N2 2 DX001 Bldg Static Setpoint
510_1_3006214,BioLib AC-15.ELCRMT Setpoint,,zone temperature setpoint,64,Analog Output,1,NAE 10 N2 2 DX001 ELCRMT Setpoint
510_1_3006231,BioLib AC-15 SF VFD.REF1,Reference 1,reference,98,Analog Output,1,NAE 10 N2 2 VND002 REF1
510_1_3006232,BioLib AC-15 SF VFD.REF2,Reference 2,reference,98,Analog Output,1,NAE 10 N2 2 VND002 REF2
510_1_3006254,BioLib AC-15 RF VFD.REF1,Reference 1,reference,98,Analog Output,1,NAE 10 N2 2 VND003 REF1
510_1_3006255,BioLib AC-15 RF VFD.REF2,Reference 2,reference,98,Analog Output,1,NAE 10 N2 2 VND003 REF2
510_1_3006267,BioLib SF-1.SF-1 Setpoint,SF-1 Setpoint,supply fan temperature setpoint,64,Analog Output,1,NAE 10 N2 2 UNT004 SF 1 Setpoint
510_1_3006268,BioLib SF-1.SF-1 TI,SF-1 Integration,supply fan integral time,73,Analog Output,1,NAE 10 N2 2 UNT004 SF 1 TI
510_1_3006269,BioLib SF-1.SF PB,SF-1 Prop Band,supply fan prop band,64,Analog Output,1,NAE 10 N2 2 UNT004 SF 1 PB
510_1_3006270,BioLib SF-1.SF DB,SF-1 Dead Band,supply fan dead band,64,Analog Output,1,NAE 10 N2 2 UNT004 SF 1 DB
510_1_3008062,BioLib HW Pumps.HWP-SPD,HWP-SPD,hot water pump vfd command,302,Analog Output,1,NAE 10 N2 1 UNT003 HWP SPD
510_1_3008064,BioLib HW Pumps.DP SETPOINT,DP SETPOINT,hot water pump differential pressure setpoint,58,Analog Output,1,NAE 10 N2 1 UNT003 PISTPT
510_1_3008065,BioLib HW Pumps.DP-IT,DP-IT,hot water pump differential pressure integral time,73,Analog Output,1,NAE 10 N2 1 UNT003 PI IT
510_1_3008066,BioLib HW Pumps.DP-PB,DP-PB,hot water pump differential pressure prop band,95,Analog Output,1,NAE 10 N2 1 UNT003 PIPB
510_1_3008067,BioLib HW Pumps.DP-DB,DP-DB,hot water pump differential pressure prop band,95,Analog Output,1,NAE 10 N2 1 UNT003 PIDB
510_1_3008962,BioLib AC-13.Dehum Setpoint,Dehumidification Setpoint,dehumidification setpoint,29,Analog Output,1,NAE 10 N2 1 AHU002 DEHSETPT
510_1_3008963,BioLib AC-13.Dehum Prop Band,,dehumidification prop band,29,Analog Output,1,NAE 10 N2 1 AHU002 DEHPB
510_1_3008964,BioLib AC-13.Dehum IT,,dehumidification integral time,95,Analog Output,1,NAE 10 N2 1 AHU002 DHUIT
510_1_3008965,BioLib AC-13.Dehum DB,Dehum Dead Band,dehumidification dead band,29,Analog Output,1,NAE 10 N2 1 AHU002 DHUDB
510_1_3012739,BioLib 1stFl RM-101S.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA122 UNOCMNC SP
510_1_3012742,BioLib 1stFl RM-102.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA125 UNOCMNC SP
510_1_3012745,BioLib 1stFl RM-105.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA118 UNOCMNC SP
510_1_3012748,BioLib 1stFl RM-118.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA130 UNOCMNC SP
510_1_3012751,BioLib 1stFl RM-107.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA116 UNOCMNC SP
510_1_3012754,BioLib 1stFl RM-103.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA120 UNOCMNC SP
510_1_3012757,BioLib 1stFl RM-109.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA113 UNOCMNC SP
510_1_3012760,BioLib 1stFl RM-100.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA127 UNOCMNC SP
510_1_3012763,BioLib 1stFl RM-114.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA107 UNOCMNC SP
510_1_3012766,BioLib 1stFl RM-104C.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA111 UNOCMNC SP
510_1_3012769,BioLib 1stFl RM-100N.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA119 UNOCMNC SP
510_1_3012772,BioLib 1stFl RM-101N.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA121 UNOCMNC SP
510_1_3012775,BioLib 1stFl RM-106.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA117 UNOCMNC SP
510_1_3012778,BioLib 1stFl RM-100S.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA126 UNOCMNC SP
510_1_3012781,BioLib 1stFl RM-104B.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA108 UNOCMNC SP
510_1_3012784,BioLib 1stFl RM-111.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA103 UNOCMNC SP
510_1_3012787,BioLib 1stFl RM-115.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA109 UNOCMNC SP
510_1_3012790,BioLib 1stFl RM-108.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA114 UNOCMNC SP
510_1_3012793,BioLib 1stFl RM-116.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA128 UNOCMNC SP
510_1_3012796,BioLib 1stFl RM-110.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA112 UNOCMNC SP
510_1_3012799,BioLib 1stFl RM-104A.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA115 UNOCMNC SP
510_1_3012802,BioLib 1stFl RM-117.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA129 UNOCMNC SP
510_1_3012805,BioLib 2ndFl RM-207.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA110 UNOCMNC SP
510_1_3012808,BioLib 2ndFl RM-206.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA106 UNOCMNC SP
510_1_3012811,BioLib 2ndFl RM-205.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA105 UNOCMNC SP
510_1_3012814,BioLib 2ndFl RM-204.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA104 UNOCMNC SP
510_1_3012817,BioLib 2ndFl RM-203.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA102 UNOCMNC SP
510_1_3012820,BioLib 2ndFl RM-201.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA101 UNOCMNC SP
510_1_3012823,BioLib 2ndFl RM-200E.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA124 UNOCMNC SP
510_1_3012826,BioLib 2ndFl RM-73-26.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA132 UNOCMNC SP
510_1_3012829,BioLib 2ndFl RM-72-2N.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA131 UNOCMNC SP
510_1_3012832,BioLib 1stFl RM-141.UNOCMNC-SP,Unoccupied Clg Min,unoccupied cooling minimum flow,84,Analog Output,1,NAE 10 N2 1 VMA123 UNOCMNC SP
510_1_3012836,BioLib 2ndFl RM-201.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 1 VMA101 BHPIDPV
510_1_3012838,BioLib 2ndFl RM-201.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 1 VMA101 COMMONSP
510_1_3012839,BioLib 2ndFl RM-201.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 1 VMA101 CPIDPV
510_1_3012841,BioLib 2ndFl RM-201.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 1 VMA101 DPR C
510_1_3012846,BioLib 2ndFl RM-201.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 1 VMA101 HTG O
510_1_3012849,BioLib 2ndFl RM-201.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 1 VMA101 SUPFLOSP
510_1_3012856,BioLib 2ndFl RM-203.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 1 VMA102 BHPIDPV
510_1_3012858,BioLib 2ndFl RM-203.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 1 VMA102 COMMONSP
510_1_3012859,BioLib 2ndFl RM-203.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 1 VMA102 CPIDPV
510_1_3012861,BioLib 2ndFl RM-203.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 1 VMA102 DPR C
510_1_3012866,BioLib 2ndFl RM-203.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 1 VMA102 HTG O
510_1_3012869,BioLib 2ndFl RM-203.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 1 VMA102 SUPFLOSP
510_1_3012876,BioLib 1stFl RM-111.HTGPID-O,Heating PID,heating PID output,98,Analog Output,1,NAE 10 N2 1 VMA103 BHPIDPV
510_1_3012878,BioLib 1stFl RM-111.COMMONSP,Common Setpoint,common setpoint,64,Analog Output,1,NAE 10 N2 1 VMA103 COMMONSP
510_1_3012879,BioLib 1stFl RM-111.CLGPID-O,Cooling PID,cooling PID output,98,Analog Output,1,NAE 10 N2 1 VMA103 CPIDPV
510_1_3012881,BioLib 1stFl RM-111.DPR-C,Damper Command,damper command,98,Analog Output,1,NAE 10 N2 1 VMA103 DPR C
510_1_3012886,BioLib 1stFl RM-111.HTG-O,Heating Command,heating command,98,Analog Output,1,NAE 10 N2 1 VMA103 HTG O
510_1_3012889,BioLib 1stFl RM-111.SUPFLOSP,Supply Flow Setpoint,supply air flow setpoint,84,Analog Output,1,NAE 10 N2 1 VMA103 SUPFLOSP
